ordre;famille;cd_nom;lb_nom;nom_vern;habitat;statut;url
Passeriformes;Tyrannidae;829064;Platyrhynchus murinus;Tyranneau souris ;3;;https://inpn.mnhn.fr/espece/cd_nom/829064
Passeriformes;Tyrannidae;829065;Phaeomyias murina wagae;;3;;https://inpn.mnhn.fr/espece/cd_nom/829065
Passeriformes;Tyrannidae;829066;Myiopatis Wagae;;3;;https://inpn.mnhn.fr/espece/cd_nom/829066
Passeriformes;Tyrannidae;528780;Phyllomyias;;3;;
Passeriformes;Tyrannidae;528776;Phyllomyias griseiceps;Tyranneau nain ;3;;https://inpn.mnhn.fr/espece/cd_nom/528776
Passeriformes;Tyrannidae;442218;Phylloscartes virescens;Tyranneau verdâtre ;3;;https://inpn.mnhn.fr/espece/cd_nom/442218
Passeriformes;Tyrannidae;442243;Piprites chloris;Piprite verdin ;3;;https://inpn.mnhn.fr/espece/cd_nom/442243
Passeriformes;Tyrannidae;827186;Pipra chloris;Piprite verdin ;3;;https://inpn.mnhn.fr/espece/cd_nom/827186
Passeriformes;Tyrannidae;829067;Piprites chloris chlorion;;3;;https://inpn.mnhn.fr/espece/cd_nom/829067
Passeriformes;Tyrannidae;829068;Hemipipo chlorion;;3;;https://inpn.mnhn.fr/espece/cd_nom/829068
Passeriformes;Tyrannidae;459513;Pitangus lictor;Tyran licteur;3;;https://inpn.mnhn.fr/espece/cd_nom/459513
Passeriformes;Tyrannidae;782598;Lanius lictor;Tyran licteur;3;;https://inpn.mnhn.fr/espece/cd_nom/782598
Passeriformes;Tyrannidae;442210;Philohydor lictor;Tyran licteur;3;;https://inpn.mnhn.fr/espece/cd_nom/442210
Passeriformes;Tyrannidae;442245;Pitangus sulphuratus;Tyran quiquivi ;3;;https://inpn.mnhn.fr/espece/cd_nom/442245
Passeriformes;Tyrannidae;442247;Platyrinchus coronatus;Platyrhynque à tête d'or ;3;;https://inpn.mnhn.fr/espece/cd_nom/442247
Passeriformes;Tyrannidae;829069;Platyrinchus coronatus gumia;;3;;https://inpn.mnhn.fr/espece/cd_nom/829069
Passeriformes;Tyrannidae;829070;Placostomus coronatus gumia;;3;;https://inpn.mnhn.fr/espece/cd_nom/829070
Passeriformes;Tyrannidae;442248;Platyrinchus mystaceus;;3;;https://inpn.mnhn.fr/espece/cd_nom/442248
Passeriformes;Tyrannidae;442249;Platyrinchus platyrhynchos;Platyrhynque à cimier blanc;3;;https://inpn.mnhn.fr/espece/cd_nom/442249
Passeriformes;Tyrannidae;442250;Platyrinchus saturatus;Platyrhynque à cimier orange ;3;;https://inpn.mnhn.fr/espece/cd_nom/442250
Passeriformes;Tyrannidae;782600;Poecilotriccus;;3;;
Passeriformes;Tyrannidae;459515;Poecilotriccus fumifrons;Todirostre à front gris;3;;https://inpn.mnhn.fr/espece/cd_nom/459515
Passeriformes;Tyrannidae;442457;Todirostrum fumifrons;Todirostre à front gris;3;;https://inpn.mnhn.fr/espece/cd_nom/442457
Passeriformes;Tyrannidae;829071;Poecilotriccus fumifrons penardi;;3;;https://inpn.mnhn.fr/espece/cd_nom/829071
Passeriformes;Tyrannidae;829072;Todirostrum fumifrons penardi;;3;;https://inpn.mnhn.fr/espece/cd_nom/829072
Passeriformes;Tyrannidae;442257;Polystictus pectoralis;Tyranneau barbu ;3;;https://inpn.mnhn.fr/espece/cd_nom/442257
Passeriformes;Tyrannidae;828827;Sylvia pectoralis;Tyranneau barbu ;3;;https://inpn.mnhn.fr/espece/cd_nom/828827
Passeriformes;Tyrannidae;828828;Polystictus pectoralis brevipennis;;3;;https://inpn.mnhn.fr/espece/cd_nom/828828
Passeriformes;Tyrannidae;828829;Habrura pectoralis brevipennis;;3;;https://inpn.mnhn.fr/espece/cd_nom/828829
Passeriformes;Tyrannidae;720290;Pseudocolopteryx;;3;;
Passeriformes;Tyrannidae;720291;Pseudocolopteryx sclateri;Doradite de Sclater;3;;https://inpn.mnhn.fr/espece/cd_nom/720291
Passeriformes;Tyrannidae;782655;Anaeretes sclateri;Doradite de Sclater;3;;https://inpn.mnhn.fr/espece/cd_nom/782655
Passeriformes;Tyrannidae;442317;Ramphotrigon ruficauda;Tyran à queue fauve, Tyran rougequeue ;3;;https://inpn.mnhn.fr/espece/cd_nom/442317
Passeriformes;Tyrannidae;442323;Rhynchocyclus olivaceus;Platyrhynque olivâtre ;3;;https://inpn.mnhn.fr/espece/cd_nom/442323
Passeriformes;Tyrannidae;829073;Platyrhynchos olivaceus;Platyrhynque olivâtre ;3;;https://inpn.mnhn.fr/espece/cd_nom/829073
Passeriformes;Tyrannidae;829074;Rhynchocyclus olivaceus guianensis;;3;;https://inpn.mnhn.fr/espece/cd_nom/829074
Passeriformes;Tyrannidae;442325;Rhytipterna immunda;Aulia à ventre pâle, Tyran à ventre pâle;3;;https://inpn.mnhn.fr/espece/cd_nom/442325
Passeriformes;Tyrannidae;442326;Rhytipterna simplex;Aulia grisâtre, Tyran grisâtre ;3;;https://inpn.mnhn.fr/espece/cd_nom/442326
Passeriformes;Tyrannidae;829075;Muscicapa simplex;Aulia grisâtre, Tyran grisâtre ;3;;https://inpn.mnhn.fr/espece/cd_nom/829075
Passeriformes;Tyrannidae;829076;Rhytipterna simplex frederici;;3;;https://inpn.mnhn.fr/espece/cd_nom/829076
Passeriformes;Tyrannidae;829077;Lipaugus simplex frederici;;3;;https://inpn.mnhn.fr/espece/cd_nom/829077
Passeriformes;Tyrannidae;199405;Sayornis phoebe;Moucherolle phébi;3;;https://inpn.mnhn.fr/espece/cd_nom/199405
Passeriformes;Tyrannidae;442338;Sayornis saya;;3;;https://inpn.mnhn.fr/espece/cd_nom/442338
Passeriformes;Tyrannidae;828638;Sirystes sibilator;;3;;https://inpn.mnhn.fr/espece/cd_nom/828638
Passeriformes;Tyrannidae;828637;Sirystes subcanescens;;3;;https://inpn.mnhn.fr/espece/cd_nom/828637
Passeriformes;Tyrannidae;442359;Sirystes sibilator;;3;;https://inpn.mnhn.fr/espece/cd_nom/442359
Passeriformes;Tyrannidae;442392;Sublegatus arenarum;Tyranneau des palétuviers ;3;;https://inpn.mnhn.fr/espece/cd_nom/442392
Passeriformes;Tyrannidae;829080;Sublegatus arenarum glaber;;3;;https://inpn.mnhn.fr/espece/cd_nom/829080
Passeriformes;Tyrannidae;442393;Sublegatus obscurior;Tyranneau ombré ;3;;https://inpn.mnhn.fr/espece/cd_nom/442393
Passeriformes;Tyrannidae;782635;Terenotriccus;;3;;
Passeriformes;Tyrannidae;459531;Terenotriccus erythrurus;Moucherolle rougequeue;3;;https://inpn.mnhn.fr/espece/cd_nom/459531
Passeriformes;Tyrannidae;442099;Myiobius erythrurus;Moucherolle rougequeue;3;;https://inpn.mnhn.fr/espece/cd_nom/442099
Passeriformes;Tyrannidae;442456;Todirostrum cinereum;Todirostre familier ;3;;https://inpn.mnhn.fr/espece/cd_nom/442456
Passeriformes;Tyrannidae;442458;Todirostrum maculatum;Todirostre tacheté ;3;;https://inpn.mnhn.fr/espece/cd_nom/442458
Passeriformes;Tyrannidae;442459;Todirostrum pictum;Todirostre peint ;3;;https://inpn.mnhn.fr/espece/cd_nom/442459
Passeriformes;Tyrannidae;442460;Todirostrum sylvia;;3;;https://inpn.mnhn.fr/espece/cd_nom/442460
Passeriformes;Tyrannidae;459516;Poecilotriccus sylvia;;3;;https://inpn.mnhn.fr/espece/cd_nom/459516
Passeriformes;Tyrannidae;813254;Todus sylvia;;3;;https://inpn.mnhn.fr/espece/cd_nom/813254
Passeriformes;Tyrannidae;442461;Tolmomyias assimilis;Platyrhynque à miroir ;3;;https://inpn.mnhn.fr/espece/cd_nom/442461
Passeriformes;Tyrannidae;829081;Rhynchocyclus assimilis;Platyrhynque à miroir ;3;;https://inpn.mnhn.fr/espece/cd_nom/829081
Passeriformes;Tyrannidae;829082;Tolmomyias assimilis examinatus;;3;;https://inpn.mnhn.fr/espece/cd_nom/829082
Passeriformes;Tyrannidae;829083;Rhynchocyclus sulphurascens examinatus;;3;;https://inpn.mnhn.fr/espece/cd_nom/829083
Passeriformes;Tyrannidae;442462;Tolmomyias flaviventris;Platyrhynque à poitrine jaune ;3;;https://inpn.mnhn.fr/espece/cd_nom/442462
Passeriformes;Tyrannidae;829182;Muscipeta flaviventris;Platyrhynque à poitrine jaune ;3;;https://inpn.mnhn.fr/espece/cd_nom/829182
Passeriformes;Tyrannidae;829183;Tolmomyias flaviventris aurulentus;;3;;https://inpn.mnhn.fr/espece/cd_nom/829183
Passeriformes;Tyrannidae;829184;Rhynchocyclus flaviventris aurulentus;;3;;https://inpn.mnhn.fr/espece/cd_nom/829184
Passeriformes;Tyrannidae;442463;Tolmomyias poliocephalus;Platyrhynque poliocéphale ;3;;https://inpn.mnhn.fr/espece/cd_nom/442463
Passeriformes;Tyrannidae;829084;Rhynchocyclus poliocephalus;Platyrhynque poliocéphale ;3;;https://inpn.mnhn.fr/espece/cd_nom/829084
Passeriformes;Tyrannidae;829085;Tolmomyias poliocephalus sclateri;;3;;https://inpn.mnhn.fr/espece/cd_nom/829085
Passeriformes;Tyrannidae;829086;Rhynchocyclus poliocephalus sclateri;;3;;https://inpn.mnhn.fr/espece/cd_nom/829086
Passeriformes;Tyrannidae;442464;Tolmomyias sulphurescens;Platyrhynque jaune-olive ;3;;https://inpn.mnhn.fr/espece/cd_nom/442464
Passeriformes;Tyrannidae;829087;Platyrhynchus sulphurescens;Platyrhynque jaune-olive ;3;;https://inpn.mnhn.fr/espece/cd_nom/829087
Passeriformes;Tyrannidae;829088;Tolmomyias sulphurescens cherriei;;3;;https://inpn.mnhn.fr/espece/cd_nom/829088
Passeriformes;Tyrannidae;829089;Rhynchocyclus sulphurescens cherriei;;3;;https://inpn.mnhn.fr/espece/cd_nom/829089
Passeriformes;Tyrannidae;442490;Tyrannopsis sulphurea;Tyran des palmiers ;3;;https://inpn.mnhn.fr/espece/cd_nom/442490
Passeriformes;Tyrannidae;442491;Tyrannulus elatus;Tyranneau roitelet ;3;;https://inpn.mnhn.fr/espece/cd_nom/442491
Passeriformes;Tyrannidae;442492;Tyrannus albogularis;;3;;https://inpn.mnhn.fr/espece/cd_nom/442492
Passeriformes;Tyrannidae;442493;Tyrannus dominicensis;Tyran gris, Pipiri, Pipirite;3;;https://inpn.mnhn.fr/espece/cd_nom/442493
Passeriformes;Tyrannidae;653920;Tyrannus dominicensis vorax;Tyran gris;3;;https://inpn.mnhn.fr/espece/cd_nom/653920
Passeriformes;Tyrannidae;442494;Tyrannus melancholicus;Tyran mélancolique ;3;;https://inpn.mnhn.fr/espece/cd_nom/442494
Passeriformes;Tyrannidae;442495;Tyrannus savana;Tyran des savanes;3;;https://inpn.mnhn.fr/espece/cd_nom/442495
Passeriformes;Tyrannidae;829090;Tyrannus savana savana;;3;;https://inpn.mnhn.fr/espece/cd_nom/829090
Passeriformes;Tyrannidae;442496;Tyrannus tyrannus;Tyran tritri;3;;https://inpn.mnhn.fr/espece/cd_nom/442496
Passeriformes;Tyrannidae;442497;Tyrannus verticalis;;3;;https://inpn.mnhn.fr/espece/cd_nom/442497
Passeriformes;Tyrannidae;440668;Zimmerius;;3;;
Passeriformes;Tyrannidae;720300;Zimmerius acer;Tyranneau vif, Tyranneau guyanais;3;;https://inpn.mnhn.fr/espece/cd_nom/720300
Passeriformes;Tyrannidae;782506;Tyranniscus acer;Tyranneau vif, Tyranneau guyanais;3;;https://inpn.mnhn.fr/espece/cd_nom/782506
Passeriformes;Tyrannidae;782658;Zimmerius gracilipes acer;Tyranneau vif, Tyranneau guyanais;3;;https://inpn.mnhn.fr/espece/cd_nom/782658
Passeriformes;Tyrannidae;442534;Zimmerius gracilipes;Tyranneau à petits pieds;3;;https://inpn.mnhn.fr/espece/cd_nom/442534
Passeriformes;Tyrannidae;782505;Tyranniscus gracilipes;Tyranneau à petits pieds;3;;https://inpn.mnhn.fr/espece/cd_nom/782505
Passeriformes;Turdidae;199438;Catharus fuscescens;Grive fauve;3;;https://inpn.mnhn.fr/espece/cd_nom/199438
Passeriformes;Turdidae;199437;Catharus guttatus;Grive solitaire;3;;https://inpn.mnhn.fr/espece/cd_nom/199437
Passeriformes;Turdidae;4106;Catharus minimus;Grive à joues grises;3;B;https://inpn.mnhn.fr/espece/cd_nom/4106
Passeriformes;Turdidae;4110;Hylocichla aliciae;Grive à joues grises;3;B;https://inpn.mnhn.fr/espece/cd_nom/4110
Passeriformes;Turdidae;4109;Hylocichla minima;Grive à joues grises;3;B;https://inpn.mnhn.fr/espece/cd_nom/4109
Passeriformes;Turdidae;4108;Turdus minimus;Grive à joues grises;3;B;https://inpn.mnhn.fr/espece/cd_nom/4108
Passeriformes;Turdidae;4100;Catharus ustulatus;Grivette à dos olive, Grive à dos olive;3;B;https://inpn.mnhn.fr/espece/cd_nom/4100
Passeriformes;Turdidae;4105;Hylocichla ustulata;Grivette à dos olive, Grive à dos olive;3;B;https://inpn.mnhn.fr/espece/cd_nom/4105
Passeriformes;Turdidae;4103;Musticapa narcissina;Grivette à dos olive, Grive à dos olive;3;B;https://inpn.mnhn.fr/espece/cd_nom/4103
Passeriformes;Turdidae;199436;Hylocichla mustelina;Grive des bois;3;;https://inpn.mnhn.fr/espece/cd_nom/199436
Passeriformes;Turdidae;442354;Sialia currucoides;;3;;https://inpn.mnhn.fr/espece/cd_nom/442354
Passeriformes;Turdidae;442355;Sialia sialis;;3;;https://inpn.mnhn.fr/espece/cd_nom/442355
Passeriformes;Turdidae;442480;Turdus albicollis;Merle à col blanc ;3;;https://inpn.mnhn.fr/espece/cd_nom/442480
Passeriformes;Turdidae;829023;Turdus albicollis phaeopygus;;3;;https://inpn.mnhn.fr/espece/cd_nom/829023
Passeriformes;Turdidae;199440;Turdus eunomus;Grive à ailes rousses;3;B;https://inpn.mnhn.fr/espece/cd_nom/199440
Passeriformes;Turdidae;4125;Turdus naumanni eunomus;Grive à ailes rousses;3;B;https://inpn.mnhn.fr/espece/cd_nom/4125
Passeriformes;Turdidae;442481;Turdus fumigatus;Merle cacao ;3;;https://inpn.mnhn.fr/espece/cd_nom/442481
Passeriformes;Turdidae;442482;Turdus ignobilis;;3;;https://inpn.mnhn.fr/espece/cd_nom/442482
Passeriformes;Turdidae;4137;Turdus iliacus;Grive mauvis;3;P;https://inpn.mnhn.fr/espece/cd_nom/4137
Passeriformes;Turdidae;4140;Turdus iliacus coburni;Grive mauvis;3;P;https://inpn.mnhn.fr/espece/cd_nom/4140
Passeriformes;Turdidae;4141;Turdus iliacus iliacus;Grive mauvis;3;P;https://inpn.mnhn.fr/espece/cd_nom/4141
Passeriformes;Turdidae;4139;Turdus musicus;Grive mauvis;3;P;https://inpn.mnhn.fr/espece/cd_nom/4139
Passeriformes;Turdidae;442483;Turdus leucomelas;Merle leucomèle ;3;;https://inpn.mnhn.fr/espece/cd_nom/442483
Passeriformes;Turdidae;829024;Turdus leucomelas albiventer;;3;;https://inpn.mnhn.fr/espece/cd_nom/829024
Passeriformes;Turdidae;627346;Turdus lherminieri;Grive à pieds jaunes;3;;https://inpn.mnhn.fr/espece/cd_nom/627346
Passeriformes;Turdidae;441771;Cichlherminia lherminieri;Grive à pieds jaunes;3;;https://inpn.mnhn.fr/espece/cd_nom/441771
Passeriformes;Turdidae;4117;Turdus merula;Merle noir;3;P;https://inpn.mnhn.fr/espece/cd_nom/4117
Passeriformes;Turdidae;442484;Turdus nudigenis;Merle à lunettes, Grive à lunettes, Grive chatte;3;;https://inpn.mnhn.fr/espece/cd_nom/442484
Passeriformes;Turdidae;4129;Turdus philomelos;Grive musicienne;3;P;https://inpn.mnhn.fr/espece/cd_nom/4129
Passeriformes;Turdidae;4131;Turdus ericetorum;Grive musicienne;3;P;https://inpn.mnhn.fr/espece/cd_nom/4131
Passeriformes;Turdidae;4132;Turdus philomelos clarkei;Grive musicienne;3;P;https://inpn.mnhn.fr/espece/cd_nom/4132
Passeriformes;Turdidae;4133;Turdus philomelos philomelos;Grive musicienne;3;P;https://inpn.mnhn.fr/espece/cd_nom/4133
Passeriformes;Turdidae;4127;Turdus pilaris;Grive litorne;3;P;https://inpn.mnhn.fr/espece/cd_nom/4127
Passeriformes;Turdidae;4112;Turdus torquatus;Merle à plastron;3;P;https://inpn.mnhn.fr/espece/cd_nom/4112
Passeriformes;Turdidae;4115;Turdus torquatus amicorum;Merle à plastron;3;P;https://inpn.mnhn.fr/espece/cd_nom/4115
Passeriformes;Turdidae;4114;Turdus torquatus alpestris;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4114
Passeriformes;Turdidae;4116;Turdus torquatus torquatus;;3;P;https://inpn.mnhn.fr/espece/cd_nom/4116
Passeriformes;Turdidae;418885;Turdus ulietensis;;3;A;https://inpn.mnhn.fr/espece/cd_nom/418885
Passeriformes;Turdidae;4142;Turdus viscivorus;Grive draine;3;P;https://inpn.mnhn.fr/espece/cd_nom/4142
Passeriformes;Turdidae;4144;Turdus viscivorus deichleri;Grive draine;3;P;https://inpn.mnhn.fr/espece/cd_nom/4144
Passeriformes;Turdidae;4145;Turdus viscivorus reiseri;Grive draine;3;P;https://inpn.mnhn.fr/espece/cd_nom/4145
Passeriformes;Turdidae;4146;Turdus viscivorus viscivorus;Grive draine;3;P;https://inpn.mnhn.fr/espece/cd_nom/4146
Passeriformes;Turdidae;199434;Zoothera aurea;Grive dorée;3;B;https://inpn.mnhn.fr/espece/cd_nom/199434
Passeriformes;Turdidae;4094;Oreocincla dauma;Grive dorée;3;B;https://inpn.mnhn.fr/espece/cd_nom/4094
Passeriformes;Turdidae;4093;Turdus dauma;Grive dorée;3;B;https://inpn.mnhn.fr/espece/cd_nom/4093
Passeriformes;Turdidae;4091;Zoothera dauma;Grive dorée;3;B;https://inpn.mnhn.fr/espece/cd_nom/4091
Trogoniformes;Trogonidae;442475;Trogon collaris;Trogon rosalba ;3;;https://inpn.mnhn.fr/espece/cd_nom/442475
Trogoniformes;Trogonidae;442476;Trogon melanurus;Trogon à queue noire ;3;;https://inpn.mnhn.fr/espece/cd_nom/442476
Trogoniformes;Trogonidae;442477;Trogon rufus;Trogon aurore ;3;;https://inpn.mnhn.fr/espece/cd_nom/442477
Trogoniformes;Trogonidae;442478;Trogon violaceus;Trogon violacé ;3;;https://inpn.mnhn.fr/espece/cd_nom/442478
Trogoniformes;Trogonidae;442479;Trogon viridis;Trogon à queue blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/442479
Passeriformes;Troglodytidae;782523;Cantorchilus;;3;;
Passeriformes;Troglodytidae;720202;Cantorchilus leucotis;Troglodyte à face pâle;3;;https://inpn.mnhn.fr/espece/cd_nom/720202
Passeriformes;Troglodytidae;442442;Thryothorus leucotis;Troglodyte à face pâle;3;;https://inpn.mnhn.fr/espece/cd_nom/442442
Passeriformes;Troglodytidae;829022;Cantorchilus leucotis albipectus;;3;;https://inpn.mnhn.fr/espece/cd_nom/829022
Passeriformes;Troglodytidae;459477;Cyphorhinus arada;Troglodyte arada;3;;https://inpn.mnhn.fr/espece/cd_nom/459477
Passeriformes;Troglodytidae;441845;Cyphorhinus aradus;Troglodyte arada;3;;https://inpn.mnhn.fr/espece/cd_nom/441845
Passeriformes;Troglodytidae;441983;Henicorhina leucosticta;Troglodyte à poitrine blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/441983
Passeriformes;Troglodytidae;442074;Microcerculus bambla;Troglodyte bambla ;3;;https://inpn.mnhn.fr/espece/cd_nom/442074
Passeriformes;Troglodytidae;720286;Pheugopedius;;3;;
Passeriformes;Troglodytidae;720287;Pheugopedius coraya;Troglodyte coraya;3;;https://inpn.mnhn.fr/espece/cd_nom/720287
Passeriformes;Troglodytidae;442441;Thryothorus coraya;Troglodyte coraya;3;;https://inpn.mnhn.fr/espece/cd_nom/442441
Passeriformes;Troglodytidae;782525;Turdus coraya;Troglodyte coraya;3;;https://inpn.mnhn.fr/espece/cd_nom/782525
Passeriformes;Troglodytidae;442472;Troglodytes aedon;Troglodyte familier, Rossignol;3;A;https://inpn.mnhn.fr/espece/cd_nom/442472
Passeriformes;Troglodytidae;645254;Thryothorus guadeloupensis;Troglodyte familier, Rossignol;3;A;https://inpn.mnhn.fr/espece/cd_nom/645254
Passeriformes;Troglodytidae;645253;Thryothorus martinicensis;Troglodyte familier, Rossignol;3;A;https://inpn.mnhn.fr/espece/cd_nom/645253
Passeriformes;Troglodytidae;442473;Troglodytes martinicensis;Troglodyte familier, Rossignol;3;A;https://inpn.mnhn.fr/espece/cd_nom/442473
Passeriformes;Troglodytidae;442474;Troglodytes musculus;;3;;https://inpn.mnhn.fr/espece/cd_nom/442474
Passeriformes;Troglodytidae;3967;Troglodytes troglodytes;Troglodyte mignon;3;P;https://inpn.mnhn.fr/espece/cd_nom/3967
Passeriformes;Troglodytidae;3970;Troglodytes troglodytes koenigi;Troglodyte mignon;3;P;https://inpn.mnhn.fr/espece/cd_nom/3970
Passeriformes;Troglodytidae;3969;Troglodytes troglodytes troglodytes;Troglodyte mignon;3;P;https://inpn.mnhn.fr/espece/cd_nom/3969
Caprimulgiformes;Trochilidae;459461;Amazilia brevirostris;Ariane à poitrine blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/459461
Caprimulgiformes;Trochilidae;782507;Amazilia brevirostris chionopectus;Ariane à poitrine blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/782507
Caprimulgiformes;Trochilidae;441627;Amazilia chionopectus;Ariane à poitrine blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/441627
Caprimulgiformes;Trochilidae;782508;Ornismya brevirostris;Ariane à poitrine blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/782508
Caprimulgiformes;Trochilidae;782509;Amazilia brevirostris brevirostris;;3;;https://inpn.mnhn.fr/espece/cd_nom/782509
Caprimulgiformes;Trochilidae;782510;Amazilia brevirostris orienticola;Ariane à poitrine blanche (orienticola);3;;https://inpn.mnhn.fr/espece/cd_nom/782510
Caprimulgiformes;Trochilidae;782511;Amazilia chionopectus orienticola;Ariane à poitrine blanche (orienticola);3;;https://inpn.mnhn.fr/espece/cd_nom/782511
Caprimulgiformes;Trochilidae;441628;Amazilia fimbriata;Ariane de Linné ;3;;https://inpn.mnhn.fr/espece/cd_nom/441628
Caprimulgiformes;Trochilidae;441629;Amazilia leucogaster;Ariane vert-doré ;3;;https://inpn.mnhn.fr/espece/cd_nom/441629
Caprimulgiformes;Trochilidae;782512;Amazilia viridigaster;Ariane à ventre vert;3;;https://inpn.mnhn.fr/espece/cd_nom/782512
Caprimulgiformes;Trochilidae;782513;Trochilus viridigaster;Ariane à ventre vert;3;;https://inpn.mnhn.fr/espece/cd_nom/782513
Caprimulgiformes;Trochilidae;782425;Amazilia viridigaster cupreicauda;Ariane à queue cuivrée;3;;https://inpn.mnhn.fr/espece/cd_nom/782425
Caprimulgiformes;Trochilidae;720194;Amazilia cupreicauda;Ariane à queue cuivrée;3;;https://inpn.mnhn.fr/espece/cd_nom/720194
Caprimulgiformes;Trochilidae;720196;Saucerottia cupreicauda;Ariane à queue cuivrée;3;;https://inpn.mnhn.fr/espece/cd_nom/720196
Caprimulgiformes;Trochilidae;441643;Anthracothorax nigricollis;Mango à cravate noire ;3;;https://inpn.mnhn.fr/espece/cd_nom/441643
Caprimulgiformes;Trochilidae;441644;Anthracothorax viridigula;Mango à cravate verte ;3;;https://inpn.mnhn.fr/espece/cd_nom/441644
Caprimulgiformes;Trochilidae;441665;Archilochus colubris;Colibri à gorge rubis;3;;https://inpn.mnhn.fr/espece/cd_nom/441665
Caprimulgiformes;Trochilidae;441682;Avocettula recurvirostris;Colibri avocette, Mango avocette;3;A;https://inpn.mnhn.fr/espece/cd_nom/441682
Caprimulgiformes;Trochilidae;782351;Anthracothorax recurvirostris;Colibri avocette, Mango avocette;3;A;https://inpn.mnhn.fr/espece/cd_nom/782351
Caprimulgiformes;Trochilidae;782427;Trochilus recurvirostris;Colibri avocette, Mango avocette;3;A;https://inpn.mnhn.fr/espece/cd_nom/782427
Caprimulgiformes;Trochilidae;441710;Calliphlox amethystina;Colibri améthyste ;3;;https://inpn.mnhn.fr/espece/cd_nom/441710
Caprimulgiformes;Trochilidae;441715;Campylopterus largipennis;Campyloptère à ventre gris ;3;;https://inpn.mnhn.fr/espece/cd_nom/441715
Caprimulgiformes;Trochilidae;459469;Chlorestes notata;Colibri à menton bleu, Émeraude à menton bleu;3;;https://inpn.mnhn.fr/espece/cd_nom/459469
